project,block_time,borrower,asset_symbol,token_amount,usd_value
MakerDAO,2022-04-20T09:11:26+00:00,\x2a49eae5cca3f050ebec729cf90cc910fadaf7a2,DAI,272065.019820915,272102.29272863
MakerDAO,2022-04-20T09:11:26+00:00,\x2a49eae5cca3f050ebec729cf90cc910fadaf7a2,DAI,272065.019820915,272102.29272863
MakerDAO,2022-04-20T09:12:52+00:00,\x9c03e1dab3f6c90ef98049e840e2ee55ecd26fcb,DAI,379124.946754,379176.886871705
MakerDAO,2022-04-20T09:14:23+00:00,\x1862098d405e74d7327ba3aeb0def92b308c4c3f,DAI,10000,10001.37
MakerDAO,2022-04-20T09:45:30+00:00,\xee1a62f0c6fa867a062e8d33bb6969db020969e5,DAI,1500000,1500819
MakerDAO,2022-04-20T09:50:23+00:00,\xee1a62f0c6fa867a062e8d33bb6969db020969e5,DAI,300000,300163.8
MakerDAO,2022-04-20T10:04:13+00:00,\x9c03e1dab3f6c90ef98049e840e2ee55ecd26fcb,DAI,188705.545973,188840.847849463
MakerDAO,2022-04-20T10:21:33+00:00,\x68c7472b874bb7e8f0e678c6c80b6fb5d1dbc331,DAI,100000,100180.9
MakerDAO,2022-04-20T10:37:33+00:00,\xb7435f59a5f867805ca797f73b362bfe4f149c9a,DAI,20000,20031.06
MakerDAO,2022-04-20T10:55:52+00:00,\x58ba5a24fa8833477339072f1221e03bb3b29130,DAI,10000,10012.13
MakerDAO,2022-04-20T10:56:59+00:00,\x1111111254fb6c44bac0bed2854e76f90643097d,DAI,8999948.4,9010820.3376672
MakerDAO,2022-04-20T10:57:04+00:00,\x220bda5c8994804ac96ebe4df184d25e5c2196d4,DAI,634142.653227,634908.697552098
MakerDAO,2022-04-20T11:03:13+00:00,\x919256c63edf4cfec4c5ba3056720eb620e89b2a,DAI,20000,20028.64
MakerDAO,2022-04-20T11:09:58+00:00,\x7ca140c0085e867d7e8d9cb4fd09474b207417bb,DAI,320000,320282.88
MakerDAO,2022-04-20T11:12:34+00:00,\x2a49eae5cca3f050ebec729cf90cc910fadaf7a2,DAI,858309.938080808,859128.765761737
MakerDAO,2022-04-20T11:12:34+00:00,\x2a49eae5cca3f050ebec729cf90cc910fadaf7a2,DAI,858309.938080808,859128.765761737
MakerDAO,2022-04-20T11:23:43+00:00,\x2a49eae5cca3f050ebec729cf90cc910fadaf7a2,DAI,21111.8759599832,21119.6662422124
MakerDAO,2022-04-20T11:28:14+00:00,\xe2abf5f39e0fc4075210086d7979da3358ea9245,DAI,69000,69028.29
MakerDAO,2022-04-20T11:30:40+00:00,\x9c03e1dab3f6c90ef98049e840e2ee55ecd26fcb,DAI,449881.975472,450066.427081944
MakerDAO,2022-04-20T11:32:51+00:00,\x220bda5c8994804ac96ebe4df184d25e5c2196d4,DAI,865300,866260.483
MakerDAO,2022-04-20T11:33:54+00:00,\x9c03e1dab3f6c90ef98049e840e2ee55ecd26fcb,DAI,449841.51027,450340.8343464
MakerDAO,2022-04-20T11:36:08+00:00,\x1111111254fb6c44bac0bed2854e76f90643097d,DAI,1882594,1881688.472286
MakerDAO,2022-04-20T11:38:56+00:00,\xfbec8b3f0c80faa041eabe70b3b073cecd28e4ea,DAI,449801.050527,449584.696221697
MakerDAO,2022-04-20T11:51:19+00:00,\x0945260089850bc72432072501c6f545f6b64cec,DAI,230000,230017.94
MakerDAO,2022-04-20T11:53:17+00:00,\xfbec8b3f0c80faa041eabe70b3b073cecd28e4ea,DAI,236836.362458,236854.835694272
MakerDAO,2022-04-20T11:57:31+00:00,\x9c03e1dab3f6c90ef98049e840e2ee55ecd26fcb,DAI,108579.736521,108587.880001239
MakerDAO,2022-04-20T11:58:43+00:00,\xfbec8b3f0c80faa041eabe70b3b073cecd28e4ea,DAI,94979.49089,94986.6143518168
MakerDAO,2022-04-20T12:14:21+00:00,\xfbec8b3f0c80faa041eabe70b3b073cecd28e4ea,DAI,449875.076851,449891.272353767
MakerDAO,2022-04-20T12:30:20+00:00,\xe197b0091c19813cf701a35053e6f6d68b7a3f27,DAI,5000,5005.255
MakerDAO,2022-04-20T12:36:00+00:00,\x22f9dcf4647084d6c31b2765f6910cd85c178c18,DAI,253477.419746,253805.166049732
MakerDAO,2022-04-20T12:55:23+00:00,\xa58aef2608a4c1d687f2e85a8c45d8fd5c720e37,DAI,1000000,1001078
MakerDAO,2022-04-20T13:04:11+00:00,\xd6c4cd7931e549191ff187f8289afa6bc57cde82,DAI,56919.32591274,56983.1893964141
MakerDAO,2022-04-20T13:04:11+00:00,\xb1e5c6a95aaf4fde5efca4fd7a7328d43389c00b,DAI,8717.94782175,8727.729359206
MakerDAO,2022-04-20T13:05:42+00:00,\x2057cfb9fd11837d61b294d514c5bd03e5e7189a,DAI,560000,560628.32
MakerDAO,2022-04-20T13:05:42+00:00,\x9c03e1dab3f6c90ef98049e840e2ee55ecd26fcb,DAI,449834.61258,450339.327015315
MakerDAO,2022-04-20T13:20:58+00:00,\xdef171fe48cf0115b1d80b88dc8eab59176fee57,DAI,1466065.356232,1466664.9769627
MakerDAO,2022-04-20T13:28:28+00:00,\xdef171fe48cf0115b1d80b88dc8eab59176fee57,DAI,82970.13,83039.90787933
MakerDAO,2022-04-20T13:36:01+00:00,\x919256c63edf4cfec4c5ba3056720eb620e89b2a,DAI,3000,3007.05
MakerDAO,2022-04-20T13:36:07+00:00,\xa58aef2608a4c1d687f2e85a8c45d8fd5c720e37,DAI,500000,501175
MakerDAO,2022-04-20T14:24:35+00:00,\x220bda5c8994804ac96ebe4df184d25e5c2196d4,DAI,830902.715683,833472.697782608
MakerDAO,2022-04-20T14:35:28+00:00,\x984822e8ee521cb9171789c5e88d9f0fd6f867b0,DAI,11250000,11272072.5
MakerDAO,2022-04-20T15:17:47+00:00,\x9c03e1dab3f6c90ef98049e840e2ee55ecd26fcb,DAI,434867.239652,436698.900465414
MakerDAO,2022-04-20T15:23:21+00:00,\x2a49eae5cca3f050ebec729cf90cc910fadaf7a2,DAI,15318.7224615768,15318.4620432949
MakerDAO,2022-04-20T15:35:33+00:00,\x2a49eae5cca3f050ebec729cf90cc910fadaf7a2,DAI,5037.91269543623,5048.81473850916
MakerDAO,2022-04-20T15:39:39+00:00,\x220bda5c8994804ac96ebe4df184d25e5c2196d4,DAI,916133.102569,917838.026272881
MakerDAO,2022-04-20T15:40:51+00:00,\x22f9dcf4647084d6c31b2765f6910cd85c178c18,DAI,1057738.672257,1059707.12392607
MakerDAO,2022-04-20T15:54:29+00:00,\x72d4d59f31d0cb4a4213a5dc81fc0108241ecc71,DAI,50000,50112.55
MakerDAO,2022-04-20T16:08:42+00:00,\x2a49eae5cca3f050ebec729cf90cc910fadaf7a2,DAI,1160740.38662791,1163210.44217065
MakerDAO,2022-04-20T16:15:03+00:00,\x2a49eae5cca3f050ebec729cf90cc910fadaf7a2,DAI,721360.791755073,723235.608452844
MakerDAO,2022-04-20T16:15:03+00:00,\x2a49eae5cca3f050ebec729cf90cc910fadaf7a2,DAI,721360.791755073,723235.608452844
MakerDAO,2022-04-20T16:24:42+00:00,\x2057cfb9fd11837d61b294d514c5bd03e5e7189a,DAI,1583178.334285,1583803.68972704
MakerDAO,2022-04-20T16:27:07+00:00,\x3e709d9e4e61f721317a424f03db2c878362bcaa,DAI,9000,9009.693
MakerDAO,2022-04-20T16:27:10+00:00,\xab7b99998206d1ccf8b13b02b7566c267f4e2313,DAI,10000000,10010770
MakerDAO,2022-04-20T17:16:03+00:00,\x22a82cbab5056d2c4e0b0b23fd0869b0b4ca4a7b,DAI,25000,24975.65
MakerDAO,2022-04-20T18:03:19+00:00,\xb56caed6c5050f3f2c1d8dea9cea3d8f1677acd5,DAI,2500,2499.1925
MakerDAO,2022-04-20T18:12:58+00:00,\xb56caed6c5050f3f2c1d8dea9cea3d8f1677acd5,DAI,2000,1999.866
MakerDAO,2022-04-20T18:26:52+00:00,\x22f9dcf4647084d6c31b2765f6910cd85c178c18,DAI,10042.920105,10008.6436186816
MakerDAO,2022-04-20T18:33:36+00:00,\xc56b4d313e579df21fbedf39627c4cf713ffbb90,DAI,989733,986230.334913
MakerDAO,2022-04-20T18:44:11+00:00,\xdef171fe48cf0115b1d80b88dc8eab59176fee57,DAI,500000,498513
MakerDAO,2022-04-20T18:56:59+00:00,\x22f9dcf4647084d6c31b2765f6910cd85c178c18,DAI,14055.540004,14017.1543242491
MakerDAO,2022-04-20T19:01:19+00:00,\x71dba218be11d67dbca705830b3b92a570032ce6,DAI,5500843,5485930.214627
MakerDAO,2022-04-20T19:06:12+00:00,\x72d4d59f31d0cb4a4213a5dc81fc0108241ecc71,DAI,10000,9966.92
MakerDAO,2022-04-20T19:18:37+00:00,\xa13c0c8eb109f5a13c6c90fc26afb23beb3fb04a,DAI,8639237.66267566,8616974.34721895
MakerDAO,2022-04-20T19:38:11+00:00,\xdef171fe48cf0115b1d80b88dc8eab59176fee57,DAI,4900467.458534,4903946.79042956
MakerDAO,2022-04-20T20:16:53+00:00,\x0fcc4f38a9578a0fb0e58c954c2e6d485f23ed06,DAI,100000,100108.2
MakerDAO,2022-04-20T20:29:21+00:00,\xdef171fe48cf0115b1d80b88dc8eab59176fee57,DAI,30000,29894.55
MakerDAO,2022-04-20T20:49:56+00:00,\x91b4556d4ccaaae59e37c4a57ddef8903f644621,DAI,300000,298844.4
MakerDAO,2022-04-20T20:53:45+00:00,\xdef171fe48cf0115b1d80b88dc8eab59176fee57,DAI,80889.758622,80547.9185020634
MakerDAO,2022-04-20T21:11:45+00:00,\x78e8d8f352ef3bf5c9c62ef75dcbf25e9f9f14b1,DAI,50000,49788.8
MakerDAO,2022-04-20T21:43:23+00:00,\x31df078f87166a8639a9bc5c7500f34b85e8e61e,DAI,2000,2000.136
MakerDAO,2022-04-20T22:08:52+00:00,\x6277a1073dfbe0ea087e0ef8741dce084831e782,DAI,15000,15018.885
MakerDAO,2022-04-20T22:37:03+00:00,\x22f9dcf4647084d6c31b2765f6910cd85c178c18,DAI,100000,100085.9
MakerDAO,2022-04-20T22:45:34+00:00,\xa13c0c8eb109f5a13c6c90fc26afb23beb3fb04a,DAI,8443964.41334861,8451513.31753414
MakerDAO,2022-04-20T23:16:15+00:00,\xdef171fe48cf0115b1d80b88dc8eab59176fee57,DAI,124616.020498,124667.736146507
MakerDAO,2022-04-20T23:19:15+00:00,\x22f9dcf4647084d6c31b2765f6910cd85c178c18,DAI,68158.735778,68187.0216533479
MakerDAO,2022-04-20T23:40:47+00:00,\x22f9dcf4647084d6c31b2765f6910cd85c178c18,DAI,71145,71267.013675
MakerDAO,2022-04-20T23:41:38+00:00,\x22f9dcf4647084d6c31b2765f6910cd85c178c18,DAI,200000,200343
MakerDAO,2022-04-20T23:43:18+00:00,\x22f9dcf4647084d6c31b2765f6910cd85c178c18,DAI,30000,30051.45
MakerDAO,2022-04-20T23:51:18+00:00,\x22f9dcf4647084d6c31b2765f6910cd85c178c18,DAI,135000,135263.52
MakerDAO,2022-04-20T23:53:09+00:00,\xdef171fe48cf0115b1d80b88dc8eab59176fee57,DAI,42530.738185,42613.7581859371
MakerDAO,2022-04-20T23:59:35+00:00,\x22f9dcf4647084d6c31b2765f6910cd85c178c18,DAI,50000,50085.85
