project,version,block_time,block_number,tx_hash,evt_index,borrower,tx_from,asset_address,asset_symbol,token_amount,usd_value
Aave,1,2022-04-20T16:50:21+00:00,14623061,\xa5206bc1b372dbc8b5f6fdf9310d59c1476549d2220f094f748cfeb587f7d9fa,185,\x56d62093659f3f7fe766d3c2445d6649a2cb2fea,\x56d62093659f3f7fe766d3c2445d6649a2cb2fea,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,0.0106283364932028,32.7406968506763
Aave,1,2022-04-20T04:47:18+00:00,14619835,\x7fbdd9b1719bd6ebbd8e6cdb08ba121c0e1b776230ba47bc55ac66ca94537ca1,209,\x97d4b02ce33c399ffec618bfd2d5bf7108e556ac,\x97d4b02ce33c399ffec618bfd2d5bf7108e556ac,\x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,-18.70939102,-775639.713769985
Aave,1,2022-04-20T04:48:40+00:00,14619843,\x138784f28e157bcf0376b7390a192fb4316a250be18bb72296e29a52a27f8e3a,369,\x97d4b02ce33c399ffec618bfd2d5bf7108e556ac,\x97d4b02ce33c399ffec618bfd2d5bf7108e556ac,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,-355.39995526106,-1096803.35593071
Aave,1,2022-04-20T10:24:55+00:00,14621337,\x20da8d06c809e74b859fe5433ac4775f5a30cc790ee0fef21ef5deaf408a094e,273,\x16de59092dae5ccf4a1e6439d611fd0653f0bd01,\x8c73d39b2da2dd1a10cc16502bc7c8d768ec74c9,\x6b175474e89094c44da98b954eedeac495271d0f,DAI,-271.016897822077,-271.507167390237
Aave,1,2022-04-20T15:45:51+00:00,14622770,\xb3217fa84dfa722ed0ffa905bf39d572b942955e51c454c67ed48683a4dad499,95,\x2ca14d9d023a4fd12fcfb174412534cb33adfe89,\x2ca14d9d023a4fd12fcfb174412534cb33adfe89,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,-2.00194319591107,-6153.6931121832
Aave,2,2022-04-20T00:00:53+00:00,14618644,\x535abc1a619da2c73840343dbd4d35e81688fe42a2850ad5875d668bff3694eb,407,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x45092536e2e388e36fcfdcb39b467b076fb0bbd7,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,0.00823956907409171,25.5820492698585
Aave,2,2022-04-20T00:06:17+00:00,14618669,\x116137bd4f65b88aa2278207b144e7822391a6f7190a1d74e6283a4093bf4e23,400,\x8db63f56502b8596bc2e56939c1710034e5883e6,\x8db63f56502b8596bc2e56939c1710034e5883e6,\xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,SNX,1282.96736706869,7838.93061278969
Aave,2,2022-04-20T00:07:50+00:00,14618679,\xf72c967e3f0e8576f3860fc174a5c959d3b2a1da044b58fab07f342f90e1ee25,288,\xd2c32f54a26285decf30e6d208f722e7d5fd3f58,\xd2c32f54a26285decf30e6d208f722e7d5fd3f58,\xdac17f958d2ee523a2206206994597c13d831ec7,USDT,69526.400422,69531.4063228304
Aave,2,2022-04-20T00:07:57+00:00,14618680,\x430a129bd1a7075de0b407dd331fd8572e1fb706d48988dd9c252e01965a74b4,69,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x462b57fb754723c9692c3f42ebba211be16c93a1,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,110,340943.9
Aave,2,2022-04-20T00:18:43+00:00,14618722,\x5ec4cf34161158f976593e3a7db43822cfaf3b30e95141786cc86fb2091e406f,130,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\xdec094279bb40920f1d4d33e46e0162b4ca96b9c,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,55921.5
Aave,2,2022-04-20T00:19:19+00:00,14618726,\xf1cc5540a19a45b725d682ce5db5bfbcf44141ec9c88903089d19f1796fe6da5,397,\xd2c32f54a26285decf30e6d208f722e7d5fd3f58,\xd2c32f54a26285decf30e6d208f722e7d5fd3f58,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,70738.977718,70804.7649672777
Aave,2,2022-04-20T00:39:13+00:00,14618817,\x61bf0be2b2e8e23cf2b5bdaf02823d393d25f3f9df1834cb2ca7cf4b42fc92a9,57,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\xe83addbe930e1c242536717ff5d72df6e9264af1,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,23,70906.24
Aave,2,2022-04-20T00:44:26+00:00,14618842,\x3cd191e6ff02feff7b274c2aa7865558e6067671d3b9f3f04701c2560b12063c,199,\xa2a3cae63476891ab2d640d9a5a800755ee79d6e,\x904a22dcbbfb961568312d5cce301bf165c2a1fb,\x57ab1ec28d129707052df4df418d58a2d46d5f51,sUSD,1831130.23741646,1834050.89014514
Aave,2,2022-04-20T00:47:29+00:00,14618851,\x4253d3626605f9c0e9833d38e8440feb5f059f12d8ef9676664a195b0ceb5d4a,162,\x8541cdf0cc5ca8997192e415ce6fd5ddc6257803,\x8541cdf0cc5ca8997192e415ce6fd5ddc6257803,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,8454,8459.816352
Aave,2,2022-04-20T00:50:48+00:00,14618863,\xeb46c25b14e200df05edb573a20c329f515bd56843cbff02b35a919225aeed3c,422,\x4767192455266e422386d14991d697a418c63225,\x4767192455266e422386d14991d697a418c63225,\x514910771af9ca656af840dff83e8264ecf986ca,LINK,1087.87393732082,15393.4162130896
Aave,2,2022-04-20T00:50:48+00:00,14618863,\x218b236a4a8cf2e2977d3a080460b67c24a4111fa07f76743c88d453a86b55b9,467,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\xa25a9b7c73158b3b34215925796ce6aa8100c13a,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,44,135606.68
Aave,2,2022-04-20T00:54:15+00:00,14618876,\x356171e7d6f1c628ff1248a06ead53418bb153631e3a8ecaeec0624159244e6c,208,\x5a846a286574e527f43195228b20e37676cca43d,\x5a846a286574e527f43195228b20e37676cca43d,\xd533a949740bb3306d119cc777fa900ba034cd52,CRV,11.63467132,26.6433973228
Aave,2,2022-04-20T01:08:07+00:00,14618930,\xedee2bd885a5a14eececf113abf00b21f397d8cb5a8a60d16898e3bb696a2464,140,\xa976ea51b9ba3232706af125a92e32788dc08ddc,\xbcab0c652bd6cf52a0bc20cc577018c8c813e04e,\x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,1.81606,75296.8804202
Aave,2,2022-04-20T01:09:40+00:00,14618935,\x942a5895c0a13002835b9345e38ea3f1a09f7b78793351e03927beeda0fb7c6b,116,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\xbcab0c652bd6cf52a0bc20cc577018c8c813e04e,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,83.2,256528.896
Aave,2,2022-04-20T01:16:18+00:00,14618961,\xb96f20ebf76d0641e76523e1a3eadea603ce7405efb49e989665b2e05ac88ee3,346,\xd972bb7ce0c457983fb47bcbe9046681854bfc8c,\xd972bb7ce0c457983fb47bcbe9046681854bfc8c,\xae7ab96520de3a18e5e111b5eaab095312d7fe84,stETH,50,153854
Aave,2,2022-04-20T01:20:47+00:00,14618982,\xcfff57f64ad5cb5acd617bc12228b21e564feec8a7a0da52ec146ef30e04844d,277,\x0a264e1ee0e75b428688cb615e32f31e836baee0,\x0a264e1ee0e75b428688cb615e32f31e836baee0,\xae7ab96520de3a18e5e111b5eaab095312d7fe84,stETH,0.05,153.854
Aave,2,2022-04-20T01:22:20+00:00,14618990,\xe21ff14e84cb3d3d04d8fb05a26ebd65852d17d5f450f9df6259780bd0954d63,103,\xd972bb7ce0c457983fb47bcbe9046681854bfc8c,\xd972bb7ce0c457983fb47bcbe9046681854bfc8c,\xae7ab96520de3a18e5e111b5eaab095312d7fe84,stETH,29.2273935598564,89978.8692655026
Aave,2,2022-04-20T01:23:09+00:00,14618993,\xf23a5ee330b64e4111c8979d1b16e9fb4527069df989b3673313c0f852e50384,210,\xdacd3ad9fe68a29a4ae2b7a66599ceb784fafaad,\xdacd3ad9fe68a29a4ae2b7a66599ceb784fafaad,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,76804.765843,76877.8839800825
Aave,2,2022-04-20T01:39:52+00:00,14619048,\x4079c5d8d91fef3be5ee74d0e86b9d16262cf570e4321a002ec8c4bd20c1ea8b,318,\x36a87d1e3200225f881488e4aeedf25303febcae,\x36a87d1e3200225f881488e4aeedf25303febcae,\x853d955acef822db058eb8505911ed77f175b99e,FRAX,1,0.998868
Aave,2,2022-04-20T01:43:46+00:00,14619067,\x974fffcf585be5345b5a334ca75fe29105980eb8203d70fa2cafda29a3ebad32,51,\x6186d6267069dc101cf52f900b64688168b7eefd,\x6186d6267069dc101cf52f900b64688168b7eefd,\x514910771af9ca656af840dff83e8264ecf986ca,LINK,10000,141600
Aave,2,2022-04-20T01:50:02+00:00,14619094,\x87acfa80b6fd48b3f4b2acf279fb4f65e326e31dc7ac1117d9a59c651dcf3c76,199,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x91a5b96c6ccb3d84dd8e3dc2f093e2694dedae93,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,2.6,8026.928
Aave,2,2022-04-20T01:58:48+00:00,14619133,\x4d0acbc6bb0f1093004e1f9e07259c78b9f9f95cbefb739ce894e6ac002c837b,16,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\xa1175a219dac539f2291377f77afd786d20e5882,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,258,797475.42
Aave,2,2022-04-20T02:06:50+00:00,14619180,\x7c2f8ea5dd6dc08c8a14315a508785796c738707b804d845863545be2a8c797c,189,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\xb0b6b2f75f5927ca638227bd601ad8b0646ec455,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,31,95668.48
Aave,2,2022-04-20T02:08:59+00:00,14619194,\x38d2370184a586b9efb7800421a3a1dbcf35c5a610c98cbb79fe9cac07b613c9,580,\xc106aeb089321e500ad09cab34a99148bf2ca4cb,\xc106aeb089321e500ad09cab34a99148bf2ca4cb,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,15,15.00714
Aave,2,2022-04-20T02:36:02+00:00,14619305,\x3bf7dbae322fd641c0299edc659e1b8c3dec38f6be26a6c9c9377e0b287f84b2,131,\x2801a71605b5e25816235c7f3cb779f4c9dd60ee,\x8c9ba01c346c11a22a5136191ae474892062359e,\x853d955acef822db058eb8505911ed77f175b99e,FRAX,3549.88720395602,3540.59004936886
Aave,2,2022-04-20T02:39:49+00:00,14619330,\x18ab6960b65e29519c448958915a00e5311a6f7ecd2d792975f178bfaa9dce97,73,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x462b57fb754723c9692c3f42ebba211be16c93a1,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,435,1343536.65
Aave,2,2022-04-20T03:09:29+00:00,14619449,\x5ed1c48ad51c4505e763529fcc4d324cf516568d0fafa6d125591de4babc44e0,30,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x2ee771b30f673905ae51d8962c0965001c4dcd22,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,0.2,617.338
Aave,2,2022-04-20T03:11:07+00:00,14619459,\xfabe51ae0d8f6ccf4c550081d6e9d5eaaae683437c33a4942b9e726cbf5300bb,136,\xbb959f3e8dae3d06bfcbd4edd25845a7de571216,\xbb959f3e8dae3d06bfcbd4edd25845a7de571216,\xae7ab96520de3a18e5e111b5eaab095312d7fe84,stETH,0.02,61.7356
Aave,2,2022-04-20T03:15:53+00:00,14619472,\x5a060fc05f73cd9901c89caa4ef0c40a97fe037276967acb25dc6c263187d144,8,\x16b5016803bcb4915701efc0a3b471bd4c168d93,\x16b5016803bcb4915701efc0a3b471bd4c168d93,\xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,SNX,6990.82368379,42504.2079974432
Aave,2,2022-04-20T03:16:20+00:00,14619474,\xefddc64be346a8cfe8af4cb443d913e38b586f3f4198fc881355406dd339d781,24,\x16b5016803bcb4915701efc0a3b471bd4c168d93,\x16b5016803bcb4915701efc0a3b471bd4c168d93,\xd533a949740bb3306d119cc777fa900ba034cd52,CRV,2923.55146847,6694.9328627963
Aave,2,2022-04-20T03:35:27+00:00,14619544,\x6ffc52da6968e3842b5893e20f60831acdcb1e8d1457cb10ba6ac73e6e127fd3,540,\xd866ddb9c64d9a01d3aad76e953f9649436fe977,\xd866ddb9c64d9a01d3aad76e953f9649436fe977,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,73.3,73.3477916
Aave,2,2022-04-20T03:40:28+00:00,14619573,\x13d4ab61fc27b893eef74c7a208c645c3ab99127af394f1f88b3b8759b4c1cd4,485,\xd2e35e31396edb10a11abec5748ee939d3f420a0,\xd2e35e31396edb10a11abec5748ee939d3f420a0,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,80117.257731,80202.5024932258
Aave,2,2022-04-20T03:45:13+00:00,14619594,\x696e126798c77545e0c2a1e6de02e10b2173f5716f5ee23c46e52765f8cec9ac,531,\x2c1b62becd768a5bb0f26ae88efa8133d2e0c867,\x2c1b62becd768a5bb0f26ae88efa8133d2e0c867,\xd533a949740bb3306d119cc777fa900ba034cd52,CRV,184.84450285,423.2939115265
Aave,2,2022-04-20T03:47:09+00:00,14619598,\x78b93299a359d8f6ccff7dfcbbee88c05e71b554aac6537a65bb3af83c7aacab,41,\xcdd1a7bca42ab36ae7ee8658dccd6537966fa243,\xcdd1a7bca42ab36ae7ee8658dccd6537966fa243,\xae7ab96520de3a18e5e111b5eaab095312d7fe84,stETH,0.547302956109809,1688.76894743155
Aave,2,2022-04-20T03:48:41+00:00,14619605,\xb079cbffa4809818c9a6e3b3e7077758a857f02694d05b80663cfc756db835ad,105,\xb58640ee77603e8ed6f5ccebba3c32499518a519,\xb58640ee77603e8ed6f5ccebba3c32499518a519,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,42992.01763,43009.1714450344
Aave,2,2022-04-20T03:49:15+00:00,14619606,\x02ee97bf8099f8cf368f5941560fc63f046153dea4220fbfba8aad78f17bcbca,505,\x846976adde6f17afd4590312781dca81455c21d8,\x846976adde6f17afd4590312781dca81455c21d8,\x853d955acef822db058eb8505911ed77f175b99e,FRAX,10003.8103983339,10010.2728598512
Aave,2,2022-04-20T03:50:26+00:00,14619609,\xc13cc65170bf8680da5577fe6066278c29d541413bb7dc5bb61ca73debbe6158,245,\x3b065a49e4bd96961c1717caea0720b1964bb79d,\x3b065a49e4bd96961c1717caea0720b1964bb79d,\x514910771af9ca656af840dff83e8264ecf986ca,LINK,1623.32194506,22953.7723031484
Aave,2,2022-04-20T03:57:49+00:00,14619636,\xea643bc7efa2d46b5989057781d2b4c87bab0f559b0386cb483363ae55fea795,291,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\xdec094279bb40920f1d4d33e46e0162b4ca96b9c,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,2,6181.12
Aave,2,2022-04-20T04:07:44+00:00,14619675,\x58d092f42d1b9879f69120e8e4a6a3dd10c9e58e2b9a05e958af413732496cfb,7,\xf17def7ae8dae67d43bbf4141d82216c3b945399,\xf17def7ae8dae67d43bbf4141d82216c3b945399,\x0d8775f648430679a709e98d2b0cb6250d2887ef,BAT,0.3,0.2305614
Aave,2,2022-04-20T04:08:54+00:00,14619683,\x589607190a2f8c4150dcd313c706fb8c132d2854a37e79470c9a7b1f09498694,138,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x1e5a8256f6e5f188a70143ae5a6df06862d87052,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1.05,3245.046
Aave,2,2022-04-20T04:10:56+00:00,14619691,\x5d2396392f3cec9fa345c2e2f49d727711d9eaba13bcbd78f7a99a84cb778e9f,2592,\xe56ecf2878cbbe5cfbf232736c4a82eafb115e7e,\xe56ecf2878cbbe5cfbf232736c4a82eafb115e7e,\xdac17f958d2ee523a2206206994597c13d831ec7,USDT,100,100.0366
Aave,2,2022-04-20T04:12:05+00:00,14619697,\x014abd185475a9a673abe25e3b63ab93591117b72bc4610ec67a8a80aa4960c5,107,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\xe83addbe930e1c242536717ff5d72df6e9264af1,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,43,132917.3
Aave,2,2022-04-20T04:19:31+00:00,14619726,\x7cec631aadcfd832ed70c899e2e026b310de43637fb192ed619affb7c6b5ab04,482,\x2f2fce05bd2480c80f299b5be4c5db3d7e79959f,\x2f2fce05bd2480c80f299b5be4c5db3d7e79959f,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,17765.611072,17784.7979319578
Aave,2,2022-04-20T04:20:41+00:00,14619733,\x12870ba4540363bf55bea1588604531515cf4a65607f19778d1d2e0697b21ae9,28,\xa4692920cfd7eabc58a715ce8b6a65cc33efe67f,\x73f7092510e44915cb177684db7b1f101aeecb8d,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,16724986.01904,16744453.9027662
Aave,2,2022-04-20T04:20:41+00:00,14619733,\x12870ba4540363bf55bea1588604531515cf4a65607f19778d1d2e0697b21ae9,12,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x73f7092510e44915cb177684db7b1f101aeecb8d,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,2234.36534042167,6911093.09080487
Aave,2,2022-04-20T04:36:40+00:00,14619794,\xbea2778d25e65da0eac6d49f92c841503c2c6c7d45352f4084691c6becc041d1,126,\x201a145ae9fdfe2db4c8b7b30280fa8dde9403bc,\x201a145ae9fdfe2db4c8b7b30280fa8dde9403bc,\xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,ENJ,1322.90771917012,2010.81973313859
Aave,2,2022-04-20T04:44:49+00:00,14619824,\xc04336fc4f84aeec9072bd61992e1e11e51180309fda232593f585665f390636,387,\xcda584cb886e4bda51876f3ab8d4ae344e625220,\xcda584cb886e4bda51876f3ab8d4ae344e625220,\xae7ab96520de3a18e5e111b5eaab095312d7fe84,stETH,90,277774.2
Aave,2,2022-04-20T05:04:41+00:00,14619914,\xe9059d5d8d89a964821abe5228f61762769bafa8a17af34b0dba9b29f13c0c9e,123,\x891525112e98220d70e2fa3dc965715616ed642c,\x891525112e98220d70e2fa3dc965715616ed642c,\xd533a949740bb3306d119cc777fa900ba034cd52,CRV,250,572.5
Aave,2,2022-04-20T05:13:04+00:00,14619945,\x01e0a389c74b8451d3ce6e5eadaad058067c11ff9042f0ed0e0b90fe56e9f607,36,\xb3aba44b58f3a1e82b91d7264492ea8e778c3ba6,\xb3aba44b58f3a1e82b91d7264492ea8e778c3ba6,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,299995.433641,300436.426928452
Aave,2,2022-04-20T05:18:57+00:00,14619974,\x56aea16ef651a74c62f3b3741e5eef2ff6ee91043f09ef3eecfbe022d88cfca9,460,\x1166e2ae5e889e8baa175203564e855e4264764b,\x1166e2ae5e889e8baa175203564e855e4264764b,\x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,AAVE,1.14236107773643,207.898292537252
Aave,2,2022-04-20T05:34:21+00:00,14620036,\x882756c1580e70cc2e1c6f3b7860dba4a279ff1c3f1cf6a071712c43487ca93d,591,\x882d2e837882df36893fac8f5ec4307e4326599f,\x882d2e837882df36893fac8f5ec4307e4326599f,\xae7ab96520de3a18e5e111b5eaab095312d7fe84,stETH,0.1,308.858
Aave,2,2022-04-20T05:34:51+00:00,14620037,\x5ec1856e755d7297bf583e0b837b112d21f7fcfa44b0a1da46a327be290e3266,119,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\xa25a9b7c73158b3b34215925796ce6aa8100c13a,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,40,123659.2
Aave,2,2022-04-20T05:38:34+00:00,14620057,\x0a51bcf1e9681e50131d3cae9e12d68fe95585eb1c6e35537edaaab91155ae8e,273,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x196a3dc8446920cef0f0d1f6bf7ba5b40702c79f,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,155,478939.15
Aave,2,2022-04-20T05:38:52+00:00,14620059,\x6122b0f2455e21f088f675e8da58cec762f94646bb566a96b6f4e03137701ea9,375,\x135896de8421be2ec868e0b811006171d9df802a,\x084b6542bf22fcc13b2b7b02ec8106cf9e4ec976,\x056fd409e1d7a124bd7017459dfea2f387b6d5cd,GUSD,7681.17,7681.21608702
Aave,2,2022-04-20T06:06:34+00:00,14620181,\x0d5ea21114373ee81a4eaa5191faac782d4f5bdd9336630ec0f3d905392e4b5b,209,\x220bda5c8994804ac96ebe4df184d25e5c2196d4,\x6b3d1a37b5c01901341f01f4975d31bc5e6c3d81,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,5018334.136715,5019111.97850619
Aave,2,2022-04-20T06:10:38+00:00,14620199,\x1ba085f51d5c3d59d36c0d712ccfd08ce19f42752a8f9bc8364dee84e6d236fa,132,\x135896de8421be2ec868e0b811006171d9df802a,\x084b6542bf22fcc13b2b7b02ec8106cf9e4ec976,\xdac17f958d2ee523a2206206994597c13d831ec7,USDT,5274.015159,5275.33366278975
Aave,2,2022-04-20T06:24:55+00:00,14620269,\x0a1f595f3b2c92a2721254d73852e112d3df629f869d50c144136aad9a1e0efe,388,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x8f2599617baa0983201301e14b70aef04db9cf5d,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,2,6209.96
Aave,2,2022-04-20T06:34:02+00:00,14620312,\x0460b29dc9b2128a15eb720a720832832a7c2d5c98f45f415f7ff3f1df794bf6,103,\x127e0464b6eca624f09b9292c4f33e4a829ea5d9,\x127e0464b6eca624f09b9292c4f33e4a829ea5d9,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,419101.578688,419273.410335262
Aave,2,2022-04-20T06:35:09+00:00,14620319,\x9a5ff41c1e5833e332cbb8709227d7c8bed22e9596953ec86a83670c9f1da601,238,\xf19c705a938b549dc9c21de29ac36d6fe29b06c2,\xf19c705a938b549dc9c21de29ac36d6fe29b06c2,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,24000,24007.2
Aave,2,2022-04-20T06:54:06+00:00,14620408,\xcabbf2e7bb836bf3cda0d1057318cfd570e662a5331b543590f6e5c973c6290e,24,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x73f7092510e44915cb177684db7b1f101aeecb8d,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,2237.12847357433,6934717.95623992
Aave,2,2022-04-20T06:59:52+00:00,14620434,\x18a4d4162ecd7eba81ae74648b86e67fe97e0e78405b76cdcb08d8f381a672a4,149,\x5e3646a1db86993f73e6b74a57d8640b69f7e259,\x8ad2f5c3e80db1b1e60c13f1d68fb71807e665da,\xdac17f958d2ee523a2206206994597c13d831ec7,USDT,1720.862822,1721.59418869935
Aave,2,2022-04-20T07:09:08+00:00,14620477,\x49ca4060fe4885228dc350d14ad0372c3a3195b1e84efcf8dad52f2ebcb7a5a4,41,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x462b57fb754723c9692c3f42ebba211be16c93a1,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,500,1550145
Aave,2,2022-04-20T07:17:37+00:00,14620515,\x603d810903f677c8ec97b1b4f3e0606a8f679747583ec2e022489b6316b83215,64,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x462b57fb754723c9692c3f42ebba211be16c93a1,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,500,1553055
Aave,2,2022-04-20T07:32:30+00:00,14620591,\xb2826eefca299646b8935de40c1f120b401b95d3f86f49ea69bf3dbd9ef4f190,71,\xa731f0052e9221efe4a7475d61071730f799abc7,\xa731f0052e9221efe4a7475d61071730f799abc7,\xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,SNX,292.506845727767,1804.76723814032
Aave,2,2022-04-20T07:32:57+00:00,14620593,\x6a4f706abaea125ad205b7619d84026f672f3bcafd0170d7b62d55e05e856108,74,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\xce1b9ea48e2219926b573b16f0f5aa7975d21dd0,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,0.87,2695.6341
Aave,2,2022-04-20T07:44:16+00:00,14620637,\x58e522b7e2832a1608812966a01a4f257ba967e5f49ed9abfccabd6d1a85978b,139,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x6e3aa85db95bba36276a37ed93b12b7ab0782afb,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,84.82,262748.6104
Aave,2,2022-04-20T07:44:34+00:00,14620638,\xd92b89448290b0edf0c98da83b794972e389f827dd4c4db3d92b903198245abe,550,\x97b7b819aef87f45f09337ba5d2ffefba4916609,\x97b7b819aef87f45f09337ba5d2ffefba4916609,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,35083.419409,35115.3453206622
Aave,2,2022-04-20T07:50:37+00:00,14620660,\xf635f906cbc4585113c2f892af95c0c9303a16b7402e2508ac1dfbcd49460804,372,\xa4dfe02df1aed4196a42b0009c9ee1e66af21d46,\xa4dfe02df1aed4196a42b0009c9ee1e66af21d46,\x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,236.00203734,9783761.82049675
Aave,2,2022-04-20T08:01:35+00:00,14620707,\xa849167e0e86deb713b121660883d38e3d49a1afe97917180f908aefcbba3e10,150,\x0fe6e87a028132637e4cc67d379add8f08ddd663,\x0fe6e87a028132637e4cc67d379add8f08ddd663,\xae7ab96520de3a18e5e111b5eaab095312d7fe84,stETH,99.7000000016476,308099.919005092
Aave,2,2022-04-20T08:08:08+00:00,14620738,\x693b22166b9c4df438baaf9d3543023cd1cf8d458267203483baefe03e52591e,426,\x0fe6e87a028132637e4cc67d379add8f08ddd663,\x0fe6e87a028132637e4cc67d379add8f08ddd663,\xae7ab96520de3a18e5e111b5eaab095312d7fe84,stETH,65,201076.2
Aave,2,2022-04-20T08:09:20+00:00,14620743,\x96ad25bc6f7769db54a923ee92a57a744deb957320356e046db5f6a6973a20ae,413,\x3dbf7daa0fac766f2f54075c6308cad1bcd116eb,\x3dbf7daa0fac766f2f54075c6308cad1bcd116eb,\xae7ab96520de3a18e5e111b5eaab095312d7fe84,stETH,250,773370
Aave,2,2022-04-20T08:11:58+00:00,14620753,\x9f98f141209bb05fc613713e59b5df0bdf0f9585160f9db7467f9fd62b0d217a,109,\x7ac810aadc2e6dbcc61a9bd50935c7ccdaeaa364,\x7ac810aadc2e6dbcc61a9bd50935c7ccdaeaa364,\xd533a949740bb3306d119cc777fa900ba034cd52,CRV,239.091164379684,559.473324648461
