project,version,block_time,block_number,tx_hash,evt_index,borrower,tx_from,asset_address,asset_symbol,token_amount,usd_value
Aave,2,2022-04-20T19:18:37+00:00,14623743,\xe859d4aa31f59e3cb629ad0166d607d313716f2c476b2dc1cc99a75db99b26e9,20,\xa13c0c8eb109f5a13c6c90fc26afb23beb3fb04a,\x99b2c5d50086b02f83e791633c5660fbb8344653,\x6b175474e89094c44da98b954eedeac495271d0f,DAI,8639237.66267566,8616974.34721895
Aave,2,2022-04-20T19:29:13+00:00,14623799,\x963e529f1fcd845e6514c0c7c1ed02217aae24663198898724f950d027d85cb2,666,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x8fec806c9e94ff7ab2af3d7e4875c2381413f98e,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,700,2144968
Aave,2,2022-04-20T19:29:47+00:00,14623803,\xa77fc4a19cb1d698d6273130a08fc79aa46491ad80fcf9543ad2a492023e2869,475,\x95a2b07eb236110719975625cee026ffe2b02799,\x95a2b07eb236110719975625cee026ffe2b02799,\xae7ab96520de3a18e5e111b5eaab095312d7fe84,stETH,100,306911
Aave,2,2022-04-20T19:38:45+00:00,14623840,\xa64de806e0ceb59ad70517fd7a4d37e41a5f801b1875bffb7572b6c10ee6b030,257,\xa2a3cae63476891ab2d640d9a5a800755ee79d6e,\x058f7d14f702316f2c06a3e39b554343cc42a81f,\xdac17f958d2ee523a2206206994597c13d831ec7,USDT,1099856.792576,1100761.97471629
Aave,2,2022-04-20T19:39:55+00:00,14623844,\x9205ecbfab378eb727fb8ba6a880f6111bf57a51b0f58ca025c3d421e152140c,329,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\xd2addc7844ffcd446ec914ea73059aba61c9af0f,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,0.82,2516.9326
Aave,2,2022-04-20T19:50:04+00:00,14623885,\x9c37154b0f5bbf755daf90875558035035321171b3896926a0d404efb3ae454c,211,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x78d2f5de1d6e28e06bcdf77925a7d8720e1af49a,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,6,18443.28
Aave,2,2022-04-20T19:57:23+00:00,14623918,\xbe33efc83266d3898d40cafddac98330b2285683602052f19dc66f0899491057,424,\x94269a09c5fcbd5e88f9df13741997bc11735a9c,\x10f37ceb965b477ba09d23ff725e0a0f1cdb83a5,\xae7ab96520de3a18e5e111b5eaab095312d7fe84,stETH,1580.46187391634,4852175.99911056
Aave,2,2022-04-20T20:00:01+00:00,14623931,\x2760f32b5c3a1d627c5acf0362b06907e6b891138a3a557e80b9abf97e72cc17,32,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x9c5c1a5be23ae128f0b2cbd4dfb95774321e3d5c,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,0.0842413776661593,259.025388047907
Aave,2,2022-04-20T20:02:56+00:00,14623942,\x840ef91713f337dce5a01e717b6efcbb4b541c60c9d2e533aa6bfe7bd98ca9ea,29,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x73f7092510e44915cb177684db7b1f101aeecb8d,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,2241.06048066355,6889938.75235683
Aave,2,2022-04-20T21:03:09+00:00,14624231,\x47b5477f6d8a96b6df38f65b2e40d4b2727c5cd68de8554c0a67b23c76b0eba5,269,\x80aca0c645fedabaa20fd2bf0daf57885a309fe6,\xe47086c70cd9b10e7d27dca04308008d47c059a7,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,22.434465,22.34019537807
Aave,2,2022-04-20T21:09:44+00:00,14624273,\x1ac88758b8b969c05d70ff8db084fc8866ba99b71da34d12ac9b099f17bcb99a,121,\x97071d3b6f8ccbb6e69de434bd719d8929d55f96,\x97071d3b6f8ccbb6e69de434bd719d8929d55f96,\x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,1.0089719,41564.032396236
Aave,2,2022-04-20T21:43:23+00:00,14624419,\x71edcf006f178e69e285c37890a8c0d8de24f5438cd1a894cf31fc1899f615b6,459,\x96b2748450dc785120d03eca604ec200a8f77618,\x96b2748450dc785120d03eca604ec200a8f77618,\xdac17f958d2ee523a2206206994597c13d831ec7,USDT,5000,4999.46
Aave,2,2022-04-20T21:47:30+00:00,14624445,\x706ac6a703747854b390e041e10126983e34850b6e676b71ac4c23c591256113,132,\x464ad11535f16b4d5eb0a62af62d138564a0db50,\x464ad11535f16b4d5eb0a62af62d138564a0db50,\xae7ab96520de3a18e5e111b5eaab095312d7fe84,stETH,1.5,4617.015
Aave,2,2022-04-20T21:53:15+00:00,14624482,\xa684bb11dbc5368dcff379126505ab761c8cd20cd476858a69edb02e65fd21a2,475,\x974012d9590ba6014b83c03a93c7b09706e0a469,\x10f37ceb965b477ba09d23ff725e0a0f1cdb83a5,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1180.86175795438,3637349.42993897
Aave,2,2022-04-20T21:53:15+00:00,14624482,\xa684bb11dbc5368dcff379126505ab761c8cd20cd476858a69edb02e65fd21a2,462,\x974012d9590ba6014b83c03a93c7b09706e0a469,\x10f37ceb965b477ba09d23ff725e0a0f1cdb83a5,\x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,25,1036499.75
Aave,2,2022-04-20T21:53:15+00:00,14624482,\xa684bb11dbc5368dcff379126505ab761c8cd20cd476858a69edb02e65fd21a2,494,\x974012d9590ba6014b83c03a93c7b09706e0a469,\x10f37ceb965b477ba09d23ff725e0a0f1cdb83a5,\xae7ab96520de3a18e5e111b5eaab095312d7fe84,stETH,867.255848464853,2670627.65976267
Aave,2,2022-04-20T21:54:42+00:00,14624490,\x1bf7ddac9426f5908509ed5071b4fa8eafc359add2de0623a57eb63728b8f113,404,\x1c9de54095570b597a17f92451ed203d4b300643,\x1c9de54095570b597a17f92451ed203d4b300643,\x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,MKR,16.4467,29590.409239
Aave,2,2022-04-20T22:21:10+00:00,14624618,\xe842ba800bb4ce4d4abdd906a902c7994e8202e2d72ece45012134c9a626a94d,143,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x9623a7dfb605f693c9725278cf78bd2f53f0d407,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,100,309223
Aave,2,2022-04-20T22:45:34+00:00,14624742,\x53a8a10516def236cc2d48c8c9664389424a5b7472b8dada51112f928399c3da,71,\xa13c0c8eb109f5a13c6c90fc26afb23beb3fb04a,\x04bd3446d74b3190890cbc825835ec6637c74ae8,\x6b175474e89094c44da98b954eedeac495271d0f,DAI,8443964.41334861,8451513.31753414
Aave,2,2022-04-20T23:11:44+00:00,14624865,\x9d371e8a599c4f434bf066de987175302853557e229ac1d16d6641ec3a5babc0,397,\xf13e6802b15c7809244eec7e07793777ffe1d0c8,\xf13e6802b15c7809244eec7e07793777ffe1d0c8,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,34,104917.2
Aave,2,2022-04-20T23:16:15+00:00,14624887,\x427f082daccf7ed672d8a88f8438424adeada042475bdb3a594bf46b191ddf54,471,\xf13e6802b15c7809244eec7e07793777ffe1d0c8,\xf13e6802b15c7809244eec7e07793777ffe1d0c8,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,26.0058427448451,80126.6020811422
Aave,2,2022-04-20T23:18:39+00:00,14624900,\xeafa23453c97237e3ca4e317646181d8939ebe6fe2dc1402b88f9cbc72461763,161,\xf13e6802b15c7809244eec7e07793777ffe1d0c8,\xf13e6802b15c7809244eec7e07793777ffe1d0c8,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,21.1013937586552,65015.5043097927
Aave,2,2022-04-20T23:53:17+00:00,14625041,\x5edf3041c384680fceddd0d0484a6af1c56bff8133202c09ba1cf9d2639e487f,166,\x4debe8d05a67312e995f423df60e8070cc0e1462,\x4debe8d05a67312e995f423df60e8070cc0e1462,\xd533a949740bb3306d119cc777fa900ba034cd52,CRV,1872.5330920513,4363.00210447952
Aave,2,2022-04-20T00:08:44+00:00,14618682,\x3a9b6a6636c1d3226e4470dbee801bc5c336b81e1c0350ea419ec53e3a9bb831,144,\x462b57fb754723c9692c3f42ebba211be16c93a1,\x462b57fb754723c9692c3f42ebba211be16c93a1,\xae7ab96520de3a18e5e111b5eaab095312d7fe84,stETH,-400,-1238328
Aave,2,2022-04-20T00:13:07+00:00,14618698,\xe42dc1f0dc0563cd884748dbc001f8efbb438ec5a67f307a1158094e73a88a7e,614,\xd2c32f54a26285decf30e6d208f722e7d5fd3f58,\xd2c32f54a26285decf30e6d208f722e7d5fd3f58,\xdac17f958d2ee523a2206206994597c13d831ec7,USDT,-69526.419967,-69509.594573368
Aave,2,2022-04-20T00:15:30+00:00,14618708,\xbc93bab831aee697be5eb748102c765865649106c2a09b3c874244efc29232b2,145,\x220bda5c8994804ac96ebe4df184d25e5c2196d4,\xf9b593152afd4136ec83c87497def32cfd6e19cc,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,-0.250151025682182,-775.087950055727
Aave,2,2022-04-20T00:21:36+00:00,14618736,\x66c7cac8b2671aca320f8204c4d60882676c9c292d90bea397d5669fa0b547ad,137,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x1b3ce29d0e92df179d4ff44b2c25906d1446c802,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,-4.20634067724256,-13056.649715788
Aave,2,2022-04-20T00:30:56+00:00,14618783,\xea93a4be6509a95a6a009ad5a25976b30e2d67f19d8f9dfb2c4d33e4725b02d8,156,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x38d172c5756033c0ba2bd05a0622f26a47a8a19c,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,-16.4,-50636.968
Aave,2,2022-04-20T00:50:04+00:00,14618859,\xb4ffa2d68a474e5555ab7dfae1a6c093b2aaf36bc5a3edefb485ef51b99c5c45,233,\x220bda5c8994804ac96ebe4df184d25e5c2196d4,\x3e2349afe91b144dd7f495506c15354ba31b8f11,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,-0.952373423644912,-2935.18632047091
Aave,2,2022-04-20T00:55:18+00:00,14618880,\x7e5831950a316fcb763cdf77cb4f8f8493e35b74b5504b00138881cc831018f3,172,\xf9c9e14d83c4831204e926add0a8f371679dcaef,\xf9c9e14d83c4831204e926add0a8f371679dcaef,\xae7ab96520de3a18e5e111b5eaab095312d7fe84,stETH,-3.00534946488846,-9274.2680206886
Aave,2,2022-04-20T00:56:25+00:00,14618885,\x5348ad9fa0185d55de091ad83e39ac61084695dd24a2bdbac5a91b497b5fe2e7,141,\xe19a46bcde04a56ae8758ffd30525ba1ca59df7b,\xe19a46bcde04a56ae8758ffd30525ba1ca59df7b,\x1f9840a85d5af5bf1d1762f925bdaddc4201f984,UNI,-600.274058918317,-5660.58437559973
Aave,2,2022-04-20T01:51:59+00:00,14619104,\xae4f0f3e1ca1c569cbad458bbfc364876ca322652f630060a154cf69174fdb99,22,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x2326d4fb2737666dda96bd6314e3d4418246cfe8,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,-1520.19884266044,-4693279.48296873
Aave,2,2022-04-20T01:55:20+00:00,14619117,\xa68b3e1bbd2dc02e4b56392eea781856f732c7bde2bd9548ad8ead9e62804d76,219,\x2004382af56c7d4a8753b81d3197d91c168561af,\x2004382af56c7d4a8753b81d3197d91c168561af,\xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,SNX,-252.113729293124,-1540.41488598099
Aave,2,2022-04-20T01:56:39+00:00,14619123,\xe5ea55eeb0ea77bf305f875ed413278d45785bc052032950e5677d6b3b84a8de,425,\x2004382af56c7d4a8753b81d3197d91c168561af,\x2004382af56c7d4a8753b81d3197d91c168561af,\x1f9840a85d5af5bf1d1762f925bdaddc4201f984,UNI,-201.324607109411,-1906.54402932612
Aave,2,2022-04-20T02:22:32+00:00,14619251,\x309d955adbdb482ee309014f5cc337efc78b39f9bf4fb5d715b6814c0a672157,340,\x17c8808972db02a96c742d474553b74b648d958d,\x17c8808972db02a96c742d474553b74b648d958d,\x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,-2.37313903,-98382.2992424883
Aave,2,2022-04-20T02:23:28+00:00,14619256,\x5450824939e1765db98100cab3019daa6f8ed0dc1d902f59ddf38ebd2cc29898,190,\xbdaed7d215c2d22473b29e16d2d33ab56e9e813f,\xbdaed7d215c2d22473b29e16d2d33ab56e9e813f,\xdac17f958d2ee523a2206206994597c13d831ec7,USDT,-20000,-20013.86
Aave,2,2022-04-20T02:27:09+00:00,14619267,\xc97c490814a229f396b19711c96352d6741e5c40f481f78e14fbd6e67c13c1a7,114,\xbdaed7d215c2d22473b29e16d2d33ab56e9e813f,\xbdaed7d215c2d22473b29e16d2d33ab56e9e813f,\xdac17f958d2ee523a2206206994597c13d831ec7,USDT,-49612.758674,-49647.8845071412
Aave,2,2022-04-20T02:34:54+00:00,14619296,\x06e4393136757121f5b83b701c3048cb4289d34fc98dc4738b7a1b63d04a8a2e,46,\xe41a2b194f15aaae7500421ecb71e39c5be26bfd,\xe41a2b194f15aaae7500421ecb71e39c5be26bfd,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,-99558.330696,-99619.5590693781
Aave,2,2022-04-20T03:05:29+00:00,14619430,\x6ae4fcb5c137ce5bf5364604fc915eff0a2b28102e07e1b5f1657d829f1b4d18,204,\x220bda5c8994804ac96ebe4df184d25e5c2196d4,\x908e1b803e5d1566bbd187e8f256868be369c66d,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,-2.85,-8797.0665
Aave,2,2022-04-20T03:10:24+00:00,14619454,\x8ac08d06e288c46c67d038eb4dba747a843a4e92650ca77f81bf7e7c13a49714,18,\x16b5016803bcb4915701efc0a3b471bd4c168d93,\x16b5016803bcb4915701efc0a3b471bd4c168d93,\xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,SNX,-497.52595814,-3024.9578254912
Aave,2,2022-04-20T03:11:10+00:00,14619460,\xa2938c0bf39228006e11c83ef63c58fcec60a6ee4fa2da9230b302174fd8c307,143,\x16b5016803bcb4915701efc0a3b471bd4c168d93,\x16b5016803bcb4915701efc0a3b471bd4c168d93,\xd533a949740bb3306d119cc777fa900ba034cd52,CRV,-2389.83152386,-5472.7141896394
Aave,2,2022-04-20T03:17:30+00:00,14619480,\x65700a5be856d108aef31284f1c4554b2cda72b8c6065e073debdb8b90ae1f4e,39,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x084b6542bf22fcc13b2b7b02ec8106cf9e4ec976,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,-1,-3088.09
Aave,2,2022-04-20T03:18:21+00:00,14619485,\xef701d10994a8354678e5ebacef2d9f8010b47d4bd042b652c173cae5c96236e,500,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\xa7c8211310c35cb44b325e942a91347155767f8b,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,-0.03,-92.6427
Aave,2,2022-04-20T03:19:09+00:00,14619487,\xe0b23513f0e2809ebb74bc7ff5a92ebe5d8276ab4817cb46ec0eb24d6f8c7b8b,615,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\xa7c8211310c35cb44b325e942a91347155767f8b,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,-0.0300001623203839,-92.6432012599544
Aave,2,2022-04-20T03:31:33+00:00,14619524,\x61f239807e8b639367756aa5d5d24355db304ad94e4222363e2c9b780271e570,49,\x02d60b84491589974263d922d9cc7a3152618ef6,\x7104666702af64030f13551a7a810a338f10557e,\x6b175474e89094c44da98b954eedeac495271d0f,DAI,-1676642.60544394,-1677675.41728889
Aave,2,2022-04-20T03:31:33+00:00,14619524,\xa608ef23a2c611fb939615e62a6486280139924da24a163d3e35ba2a0a122cf9,25,\xd093fa4fb80d09bb30817fdcd442d4d02ed3e5de,\x7104666702af64030f13551a7a810a338f10557e,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,-1910505.00934,-1911750.65860609
Aave,2,2022-04-20T03:34:08+00:00,14619538,\x0a21e12076795d8b4d9eff044b85456f32f0436cb74d0ac3cb7fe42deac4c9ea,35,\xf8fd466f12e236f4c96f7cce6c79eadb819abf58,\x7104666702af64030f13551a7a810a338f10557e,\xdac17f958d2ee523a2206206994597c13d831ec7,USDT,-1385097.716487,-1385894.14767398
Aave,2,2022-04-20T03:36:34+00:00,14619549,\xeb64d2f9c941881108d9c17e0b2a69c43e35b619554f898e4e4a95efbf3f32ec,133,\xdebf20617708857ebe4f679508e7b7863a8a8eee,\x16f037a3ddf53da1b047a926e1833219f0a8e1fc,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,-300205.958946,-300525.378086319
Aave,2,2022-04-20T03:39:06+00:00,14619566,\x3ff9b8108bc000ede7f783cbf3d6e8144431787a04ebac4dd273224acd162ba6,348,\xe91cbc483a8fda6bc377ad8b8c717f386a93d349,\xe91cbc483a8fda6bc377ad8b8c717f386a93d349,\xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,ENJ,-134.166101741533,-205.274135664545
Aave,2,2022-04-20T03:42:46+00:00,14619581,\xb9c28c6ba263469cd47c0a001745a14bcccc4416e1f1b4365d1f0954808bfebc,107,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x38d172c5756033c0ba2bd05a0622f26a47a8a19c,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,-10.4973455759744,-32344.8410825155
Aave,2,2022-04-20T03:47:18+00:00,14619599,\x7cebfde1b8c39a952ff08c18a93679631a5365dde81f7126ed9fae5cd7c7d95b,99,\xdf29fd2efd6da87b041f685c975ee01193078913,\xdf29fd2efd6da87b041f685c975ee01193078913,\xd46ba6d942050d489dbd938a2c909a5d5039a161,AMPL,-1021.465803319,-1149.48509098317
Aave,2,2022-04-20T04:20:41+00:00,14619733,\xc08e125b0d90a3a34cf7d22b54d6c4c611ed2cbe8b841fa594490294e2176c29,96,\xa4692920cfd7eabc58a715ce8b6a65cc33efe67f,\x73f7092510e44915cb177684db7b1f101aeecb8d,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,-2234.36534042167,-6911093.09080487
Aave,2,2022-04-20T04:20:41+00:00,14619733,\xc08e125b0d90a3a34cf7d22b54d6c4c611ed2cbe8b841fa594490294e2176c29,90,\xa4692920cfd7eabc58a715ce8b6a65cc33efe67f,\x73f7092510e44915cb177684db7b1f101aeecb8d,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,-16724986.01904,-16744453.9027662
Aave,2,2022-04-20T04:22:17+00:00,14619742,\x3ac7a6b96a6e87173cca021f74630c1065daa5e3dad03bace49dbf9cbb51bd5d,113,\x201a145ae9fdfe2db4c8b7b30280fa8dde9403bc,\x201a145ae9fdfe2db4c8b7b30280fa8dde9403bc,\x514910771af9ca656af840dff83e8264ecf986ca,LINK,-199.95447990146,-2835.35452500271
Aave,2,2022-04-20T04:23:15+00:00,14619749,\x6d67fceec83dc7b29c88cb283b6e2cdb4655751238f8e480a940441c322f7e5c,327,\xf5f0cfaecae5ac5ce5c7379dc9c54a7fd9cee2c8,\x4ee0e05abf8af76e3a9ac1b7d712f39d302263f0,\x6b175474e89094c44da98b954eedeac495271d0f,DAI,-51530.3405453217,-51589.806558311
Aave,2,2022-04-20T04:37:48+00:00,14619798,\xda8290debe0e83717424b4916dc05835c8fcd5aea74540c8799ecaa68e6ab343,112,\xc106aeb089321e500ad09cab34a99148bf2ca4cb,\xc106aeb089321e500ad09cab34a99148bf2ca4cb,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,-15.000107,-15.017297122622
Aave,2,2022-04-20T05:03:43+00:00,14619905,\x0a9e25f298388512aa991dbc7791b54b00dbcbd370e91d55a55b61adb93ebe90,37,\xe24bd77d310b9aa200a12b2c7cf3a0b2ec633565,\xe24bd77d310b9aa200a12b2c7cf3a0b2ec633565,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,-20000,-20016.9
Aave,2,2022-04-20T05:37:03+00:00,14620045,\xf872eaee73f03b98494a7831eff5079b835ff16c7567af596cf67fed764740f0,50,\x02d60b84491589974263d922d9cc7a3152618ef6,\x7104666702af64030f13551a7a810a338f10557e,\x6b175474e89094c44da98b954eedeac495271d0f,DAI,-1015857.10293971,-1016223.82735387
Aave,2,2022-04-20T05:37:03+00:00,14620045,\x1a6cf18e33ee138d4c4c644fe5ad4f0e893de2c8b249e127caf5ad831f64cca8,26,\xd093fa4fb80d09bb30817fdcd442d4d02ed3e5de,\x7104666702af64030f13551a7a810a338f10557e,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,-1140201.590394,-1140624.60518404
Aave,2,2022-04-20T05:37:57+00:00,14620054,\x5159c46497302cf9e2502d52e085debc626153adb22f27f0a057c5a442faf853,253,\x8819fb90e9ef0a80f2cb56db7e743a90f0463a6e,\x8819fb90e9ef0a80f2cb56db7e743a90f0463a6e,\x4fabb145d64652a948d72533023f6e7a623c7c53,BUSD,-32747.2717895253,-32741.0170606135
Aave,2,2022-04-20T05:38:52+00:00,14620059,\x6122b0f2455e21f088f675e8da58cec762f94646bb566a96b6f4e03137701ea9,348,\x135896de8421be2ec868e0b811006171d9df802a,\x084b6542bf22fcc13b2b7b02ec8106cf9e4ec976,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,-2.49,-7693.9257
Aave,2,2022-04-20T05:40:58+00:00,14620069,\xf93b856c969176df74f7caacba5e08be74d257dd167afd28a660848fa90d0abf,28,\xc322150ad327091351af0c64f82627098cd04924,\xc322150ad327091351af0c64f82627098cd04924,\x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,-11,-456171.21
Aave,2,2022-04-20T06:03:20+00:00,14620167,\x269e5ce9bdb54ed1047a98fc6a76c9576c0c5d236863c05bd555378e3c647376,172,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x45f3fc38441b1aa7b60f8aad8954582b17c9503c,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,-35,-108424.05
Aave,2,2022-04-20T06:06:34+00:00,14620181,\x5ccf3c0cb0c2c51f5c7cfe01059be0fbfc0ba0d7b4e935599eb9b34eb9f01f55,343,\x084b6542bf22fcc13b2b7b02ec8106cf9e4ec976,\x084b6542bf22fcc13b2b7b02ec8106cf9e4ec976,\x056fd409e1d7a124bd7017459dfea2f387b6d5cd,GUSD,-7681.18,-7682.07869806
Aave,2,2022-04-20T06:09:42+00:00,14620193,\xc46dc0e0e36ec81be8a9f6624cc6a203f45dea05d2c908e261b94bef0706497b,595,\x58982900fb040e046bd116bfa57488eb18d0f825,\x58982900fb040e046bd116bfa57488eb18d0f825,\xdac17f958d2ee523a2206206994597c13d831ec7,USDT,-3118.163719,-3118.94325992975
Aave,2,2022-04-20T06:10:07+00:00,14620195,\x1a27364b963e97cb27ea81e74b8cdd9a14c22b04b98d6eb49fe0c20ae7b9c24b,265,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x0bf6305d4382c37a7c330604048ae9813ddade28,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,-25,-77472.25
Aave,2,2022-04-20T06:10:38+00:00,14620199,\x1ba085f51d5c3d59d36c0d712ccfd08ce19f42752a8f9bc8364dee84e6d236fa,110,\x135896de8421be2ec868e0b811006171d9df802a,\x084b6542bf22fcc13b2b7b02ec8106cf9e4ec976,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,-1.7,-5268.113
Aave,2,2022-04-20T06:11:14+00:00,14620204,\x6f1e8f6abde15ab78c41df4233b3cf58522126c7c30457f1fdfd0abd5814f9c2,273,\x084b6542bf22fcc13b2b7b02ec8106cf9e4ec976,\x084b6542bf22fcc13b2b7b02ec8106cf9e4ec976,\xdac17f958d2ee523a2206206994597c13d831ec7,USDT,-5274.015328,-5275.09650114224
Aave,2,2022-04-20T06:16:34+00:00,14620229,\xb634af9bce683dfcd64745e25602072076b7a2cec33eb167ce37663519d1249a,202,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x084b6542bf22fcc13b2b7b02ec8106cf9e4ec976,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,-5.84892281989958,-18158.4488082038
Aave,2,2022-04-20T06:20:11+00:00,14620243,\xa0a5d8249a8555c72ccb34bb8eae2180eb8d33ad9a71438b246e9f1db07192ff,597,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x99b0b94eaaee137976ccd382c786e31c956061cd,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,-12,-37254.96
Aave,2,2022-04-20T06:24:05+00:00,14620262,\x0b4efd23ae6453bc31522aedf014a5d5be073cdaac09991e4d46800e61a823e0,294,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x45f3fc38441b1aa7b60f8aad8954582b17c9503c,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,-30,-93149.4
Aave,2,2022-04-20T06:37:12+00:00,14620331,\xcef768281bcd64441e3ea5a64c32d62062141d0ee5f5214d43c33951329b1d82,317,\xd0d8cc7af25e07dedd3bf19e9a7cabb4461e0e30,\xd0d8cc7af25e07dedd3bf19e9a7cabb4461e0e30,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,-80028.299421,-80052.3079108263
Aave,2,2022-04-20T06:44:54+00:00,14620363,\x76932d195342e5803e85059f20714e5545aa8c185605e3b56ba45d7fbe833a56,24,\x45f3fc38441b1aa7b60f8aad8954582b17c9503c,\x45f3fc38441b1aa7b60f8aad8954582b17c9503c,\x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,-1.00163931,-41578.1779712103
Aave,2,2022-04-20T06:45:14+00:00,14620366,\xd29be0098f1c6934d4d5ea2cdb845bd886cc13f19d7d734b9c22b84bfc593dad,420,\x2f40d918a039e22782ce8263ae48b33b4a5154fc,\x2f40d918a039e22782ce8263ae48b33b4a5154fc,\xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,-3000000,-3000930
Aave,2,2022-04-20T06:46:01+00:00,14620371,\xe7435855451534b49a25c16d8c148dd963e11c5d6d9d90d11312f5a8f12f4e4c,155,\x99b0b94eaaee137976ccd382c786e31c956061cd,\x99b0b94eaaee137976ccd382c786e31c956061cd,\x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,AAVE,-37.9555529287449,-7037.71862404787
Aave,2,2022-04-20T06:46:45+00:00,14620373,\x6bfce63fa783ede81866e30f99261f9f05b2c2d9256b7c7ba422e66ac6122464,382,\xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,\x45f3fc38441b1aa7b60f8aad8954582b17c9503c,\xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,-6.65079336220496,-20601.6305346333
