block_time,token_a_symbol,token_b_symbol,token_a_amount,token_b_amount,project,category,usd_amount,trader_a
2022-04-20T00:10:17+00:00,WETH,USDC,91.834598858172,284688.9,Uniswap,DEX,284640.420814916,\x8aff5ca996f77487a4f04f1ce905bf3d27455580
2022-04-20T00:10:17+00:00,WETH,APE,4.95743476210002,1152.43438300921,Uniswap,DEX,15365.5194707814,\x1111111254fb6c44bac0bed2854e76f90643097d
2022-04-20T00:10:17+00:00,WETH,USDT,29.6215806690016,91775.7,Uniswap,DEX,91811.7930677639,\x8aff5ca996f77487a4f04f1ce905bf3d27455580
2022-04-20T00:10:17+00:00,USDC,OIL,11673.96434,40567.2022724479,Uniswap,DEX,11677.0462665858,\x1897ecfc9df8ca7f360d271c84e3d8567460202d
2022-04-20T00:10:55+00:00,WETH,USDC,9.98142348689683,30930.350907,0x API,Aggregator,30937.3222834019,\x7a809081f991ecfe0ab2727c7e90d2ad7c2e411e
2022-04-20T00:10:55+00:00,VIDYA,WETH,85728.2158876329,7.62134239438332,1inch,Aggregator,23622.2745379672,\x0d9326f283d8ca7eeea4d323d07a0c9c0ab1a192
2022-04-20T00:10:55+00:00,IMX,WETH,8822.57863456031,5.68038430075396,Sushiswap,DEX,17606.2943363439,\xf07704777d6bc182bf2c67fbda48913169b84983
2022-04-20T00:10:55+00:00,WETH,USDT,25.5759386664188,79280.1,Uniswap,DEX,79272.3661371785,\x8aff5ca996f77487a4f04f1ce905bf3d27455580
2022-04-20T00:10:55+00:00,SHIB,WETH,1827012664.37167,15,Uniswap,DEX,45675.3166092918,\x326b2d7b6ba7df39b105a8d43c0d4c7386acb159
2022-04-20T00:10:55+00:00,USDC,WETH,68803.705828,22.2049614430296,Uniswap,DEX,68821.8700063386,\xc63b0708e2f7e69cb8a1df0e1389a98c35a76d52
2022-04-20T00:10:55+00:00,FRAX,USDC,68777.0002920753,68803.705828,Uniswap,DEX,68653.9582385528,\x98041ab523024dacaefa3bb70dd982dbac68e855
2022-04-20T00:10:55+00:00,USDC,WETH,30930.350907,9.98142348689683,Uniswap,DEX,30938.5165196394,\x7a809081f991ecfe0ab2727c7e90d2ad7c2e411e
2022-04-20T00:10:55+00:00,WETH,DAI,20.1264829741231,62385.548163989,Uniswap,DEX,62381.8327134649,\xc6093fd9cc143f9f058938868b2df2daf9a91d28
2022-04-20T00:10:55+00:00,WETH,VIDYA,13.4472376596333,150592.956278381,Uniswap,DEX,41679.5786536569,\x55d5c232d921b9eaa6b37b5845e439acd04b4dba
2022-04-20T00:10:55+00:00,HEX,WETH,326816.51043457,13.4472376596333,Uniswap,DEX,40339.9423324703,\x3b446fe9cb71500b8ad7bab0bc6c1172cd844e04
2022-04-20T00:10:55+00:00,FXS,FRAX,2012.28454942514,68777.0002920753,Uniswap,DEX,69041.4828907767,\x98041ab523024dacaefa3bb70dd982dbac68e855
2022-04-20T00:10:55+00:00,VIDYA,WETH,85728.2158876329,7.62134239438332,Uniswap,DEX,23622.2745379672,\x0d9326f283d8ca7eeea4d323d07a0c9c0ab1a192
2022-04-20T00:10:55+00:00,WETH,HEX,11.5,279622.24605453,Uniswap,DEX,35644.135,\x663840540000c7df12008e00eb2b04f4290028fa
2022-04-20T00:10:55+00:00,HEX,WETH,279622.24605453,11.1133175074947,Uniswap,DEX,34514.6126972488,\x55d5c232d921b9eaa6b37b5845e439acd04b4dba
2022-04-20T00:10:55+00:00,WETH,USDC,97.2564542319032,301621.5,Uniswap,DEX,301445.407327242,\x8aff5ca996f77487a4f04f1ce905bf3d27455580
2022-04-20T00:11:39+00:00,WETH,USDC,77.7912736383589,241313.4,Uniswap,DEX,241034.705542982,\x8aff5ca996f77487a4f04f1ce905bf3d27455580
2022-04-20T00:11:39+00:00,WETH,APE,24.5976173239868,5721.19992890828,Uniswap,DEX,76215.2253260266,\x56178a0d5f301baf6cf3e1cd53d9863437345bf9
2022-04-20T00:11:39+00:00,SAND,WETH,6785.557,6.43700647359182,Uniswap,DEX,20085.24872,\x2cc61a0890ade871cabac22994e0986a1723e904
2022-04-20T00:11:53+00:00,WETH,USDC,3.73266127872055,11573.056859,0x API,Aggregator,11565.5763188901,\x635a10bc282c9ceed755d185809f753daa086bf3
